Timestamp,"I declare that I have read, understood, and wish to participate in the survey conducted by the ISCB Regional Student Group - Brazil.",Race/Color?,Which of the following terms do you think best describes your gender?,In which state of Brazil do you currently work/study/live?,What is your academic level?,"According to your experience, which of the options best describes you?","Among these options, which one best describes your professional profile?","Among these options, which one best describes your professional profile?","If others, which one?","Among these options, which one best describes your professional profile?","Taking into account your needs, which aspects of Bioinformatics would you most like to see in a course? [Biology knowledge]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Statistical methods and Data Science]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Computational and programming skills]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Ethical implications and societal repercussions of Bioinformatics]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Applications of Bioinformatics]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Communication in Bioinformatics]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Continuing Development in Bioinformatics]","Among the topics below, which one(s) would you like to deepen your knowledge and develop skills in Bioinformatics?","Considering your experience in the field, at what level of learning would you like to receive courses and training offered in Computational Biology?"
20/11/2023 13:46:26,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),PhD / PhD Student,User,Clinical Analysis,,,,6,6,5,4,7,4,7,"DNA and Genomics, Metabolomics and Systems Biology, Molecular Basis of Cancer, Didactics and Communication in Bioinformatics","Basic, Intermediate, Advanced"
20/11/2023 13:48:58,Yes,I am white,No Binary,Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Academic,,,,5,7,7,4,7,6,4,"Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer,  Structural Biology and Modeling",Basic
20/11/2023 13:49:22,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Master / Master Student,User,Academic,,,,7,4,4,7,4,4,3,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics",Basic
20/11/2023 13:49:34,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Master / Master Student,User,Academic,,,,7,7,7,5,7,6,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics",Basic
20/11/2023 14:17:31,Yes,I am brown-skinned,Man / Male (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Academic,,,,7,6,6,6,7,7,5,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer,  Structural Biology and Modeling",Basic
20/11/2023 14:23:31,Yes,I am black,Woman / Female (Cisgender),Rio Grande do Sul (RS),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,7,7,7,7,7,7,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Molecular Basis of Cancer",Intermediate
20/11/2023 14:32:00,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,7,6,5,4,6,6,5,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Proteins and Proteomics, Molecular Basis of Cancer,Career Mentoring in Bioinformatics",Intermediate
20/11/2023 14:39:37,Yes,I am white,Man / Male (Cisgender),Rio Grande do Sul (RS),Master / Master Student,User,Academic,,,,2,5,7,2,7,6,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics,  Structural Biology and Modeling","Basic, Intermediate, Advanced"
20/11/2023 14:51:30,Yes,I am white,Man / Male (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,6,7,3,1,4,4,4,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Proteins and Proteomics, Personalized Medicine,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Basic, Intermediate"
20/11/2023 17:00:47,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Professor,,,,7,7,7,7,7,7,7,"Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling","Basic, Intermediate"
20/11/2023 17:09:05,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Academic,,,,7,6,6,3,4,2,2,"DNA and Genomics, Phylogeny and Evolution,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Basic
20/11/2023 18:52:00,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Academic,,,,5,3,3,3,5,5,6,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Intermediate
21/11/2023 07:53:17,Yes,I am brown-skinned,Man / Male (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Academic,,,,5,6,7,7,7,5,5,"DNA and Genomics, Phylogeny and Evolution,  Artificial Intelligence and Data Science in Bioinformatics,Career Mentoring in Bioinformatics",Basic
21/11/2023 08:59:06,Yes,I am white,Man / Male (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Academic,,,,5,3,5,3,2,2,2,"DNA and Genomics, Proteins and Proteomics, Metabolomics and Systems Biology, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling",Basic
21/11/2023 11:25:46,Yes,I am brown-skinned,Man / Male (Cisgender),São Paulo (SP),Posdoc,User,Academic,,,,7,7,7,7,5,7,7,"DNA and Genomics, Phylogeny and Evolution,  Artificial Intelligence and Data Science in Bioinformatics, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Basic
21/11/2023 12:45:43,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Academic,,,,7,7,5,6,7,5,5,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer,Career Mentoring in Bioinformatics","Basic, Intermediate, Advanced"
26/11/2023 17:06:33,Yes,I am white,Man / Male (Cisgender),Pernambuco (PE),Bachelor / Undergraduate Student,User,Academic,,,,7,7,7,3,2,1,5,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer,  Structural Biology and Modeling",Intermediate
27/11/2023 15:56:57,Yes,I am white,Man / Male (Cisgender),Santa Catarina (SC),Bachelor / Undergraduate Student,User,Academic,,,,6,7,7,4,7,4,7,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development",Basic
29/11/2023 09:41:35,Yes,I am white,Man / Male (Cisgender),Pará (PA),Master / Master Student,User,Academic,,,,7,7,6,6,7,7,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, Database and Software Development, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling",Basic
30/11/2023 11:27:11,Yes,I am brown-skinned,Woman / Female (Cisgender),Minas Gerais (MG),PhD / PhD Student,User,Academic,,,,7,6,7,1,7,5,4,"RNA and Transcriptomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Personalized Medicine,  Structural Biology and Modeling",Basic
04/12/2023 03:15:45,No,,,,,,,,,,,,,,,,,,
08/12/2023 21:42:14,Yes,I am brown-skinned,Woman / Female (Cisgender),Minas Gerais (MG),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,7,4,7,6,7,7,7,"DNA and Genomics, Phylogeny and Evolution, Epigenomics, Proteins and Proteomics, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Basic, Intermediate"
11/12/2023 08:33:50,Yes,I am yellow,Woman / Female (Cisgender),Paraná (PR),PhD / PhD Student,Developer,,,,Bioinformatics software developer/engineer,6,7,7,7,7,7,7,"Phylogeny and Evolution, Metagenomics and Microbiome, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Advanced
24/12/2023 15:08:11,Yes,I am white,Man / Male (Cisgender),São Paulo (SP),PhD / PhD Student,User,Academic,,,,4,4,3,4,5,3,3,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology, Molecular Basis of Cancer",Intermediate
03/01/2024 12:33:41,Yes,I am white,Woman / Female (Cisgender),Minas Gerais (MG),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,2,6,2,4,3,2,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics",Advanced
03/01/2024 12:45:08,Yes,I am brown-skinned,Woman / Female (Cisgender),São Paulo (SP),Posdoc,Scientist,,Academic in the field of computational biology and related areas,,,7,6,7,3,2,2,7,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics",Advanced
03/01/2024 12:47:37,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),PhD / PhD Student,User,Academic,,,,1,7,7,4,1,6,5,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Didactics and Communication in Bioinformatics",Intermediate
03/01/2024 13:13:23,Yes,I am brown-skinned,Man / Male (Cisgender),Pará (PA),Bachelor / Undergraduate Student,User,Academic,,,,6,7,7,6,7,6,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Basic, Intermediate, Advanced"
03/01/2024 13:19:17,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),PhD / PhD Student,User,Academic,,,,1,5,7,4,7,4,4,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Metabolomics and Systems Biology","Basic, Intermediate"
03/01/2024 13:38:34,Yes,I am white,Man / Male (Cisgender),Rio Grande do Sul (RS),Technician / Specialist,Developer,,,,Bioinformatics software developer/engineer,6,6,3,5,7,5,5,"DNA and Genomics, RNA and Transcriptomics",Basic
03/01/2024 13:49:35,Yes,I am white,Woman / Female (Cisgender),Distrito Federal (DF),Posdoc,Developer,,,,Bioinformatics software developer/engineer,5,7,7,7,7,7,7,"Database and Software Development, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics","Intermediate, Advanced"
03/01/2024 13:55:27,Yes,I am brown-skinned,Woman / Female (Cisgender),Paraná (PR),PhD / PhD Student,Scientist,,Educator in computational biology and related fields.,,,7,7,7,5,4,5,4,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics",Advanced
03/01/2024 14:49:21,Yes,I am white,Man / Male (Cisgender),Rio Grande do Norte (RN),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,3,7,3,4,2,2,3,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine,Career Mentoring in Bioinformatics","Intermediate, Advanced"
03/01/2024 14:49:28,Yes,I am white,Man / Male (Cisgender),Goiás (GO),Master / Master Student,Developer,,,,Bioinformatics software developer/engineer,6,6,6,6,6,6,6,"DNA and Genomics, Phylogeny and Evolution, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine","Intermediate, Advanced"
03/01/2024 14:53:50,Yes,I am black,Man / Male (Cisgender),Pernambuco (PE),Master / Master Student,Scientist,,Academic in the field of computational biology and related areas,,,3,7,7,6,6,6,6,"Proteins and Proteomics, Database and Software Development, Molecular Basis of Cancer,  Structural Biology and Modeling","Basic, Intermediate, Advanced"
03/01/2024 14:59:03,Yes,I am brown-skinned,Woman / Female (Cisgender),São Paulo (SP),Master / Master Student,User,Clinical Analysis,,,,5,7,7,2,7,2,7,"DNA and Genomics, Epigenomics,Career Mentoring in Bioinformatics","Basic, Intermediate"
03/01/2024 15:00:25,Yes,I am brown-skinned,Man / Male (Cisgender),Paraná (PR),Master / Master Student,User,Academic,,,,5,6,6,3,5,3,5,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics,Career Mentoring in Bioinformatics",Intermediate
03/01/2024 15:00:59,Yes,I am white,Man / Male (Cisgender),Minas Gerais (MG),PhD / PhD Student,User,Academic,,,,1,7,7,4,6,7,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics","Intermediate, Advanced"
03/01/2024 15:30:17,Yes,I am black,Man / Male (Cisgender),Rondônia (RO),PhD / PhD Student,Developer,,,,Bioinformatics software developer/engineer,4,7,7,7,7,7,7,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Intermediate, Advanced"
03/01/2024 17:04:22,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,Scientist,,Core facility scientist,,,3,5,6,1,6,5,6,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, Database and Software Development, Personalized Medicine","Intermediate, Advanced"
03/01/2024 18:31:45,Yes,I am brown-skinned,Man / Male (Cisgender),Minas Gerais (MG),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,4,5,5,6,7,6,7,"Metagenomics and Microbiome, Epigenomics, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics",Advanced
03/01/2024 22:32:09,Yes,I am white,Woman / Female (Cisgender),Rio de Janeiro (RJ),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,4,7,7,7,7,4,7," Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Personalized Medicine,Career Mentoring in Bioinformatics","Basic, Intermediate"
04/01/2024 08:29:14,Yes,I am white,Woman / Female (Cisgender),Paraná (PR),Posdoc,Scientist,,Academic in the field of computational biology and related areas,,,2,2,3,2,3,2,2,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics,  Artificial Intelligence and Data Science in Bioinformatics,Career Mentoring in Bioinformatics",Intermediate
04/01/2024 09:06:57,Yes,I am black,Man / Male (Cisgender),Pará (PA),Professor / PI,Scientist,,Educator in computational biology and related fields.,,,6,6,7,6,7,7,7,"RNA and Transcriptomics, Epigenomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics",Advanced
04/01/2024 09:20:11,No,,,,,,,,,,,,,,,,,,
04/01/2024 09:22:57,Yes,I am brown-skinned,Man / Male (Cisgender),Pará (PA),Master / Master Student,Developer,,,,Bioinformatics software developer/engineer,5,7,6,6,7,5,7,"Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine,Career Mentoring in Bioinformatics",Intermediate
04/01/2024 10:16:28,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Professor / PI,User,Academic,,,,3,2,5,3,3,5,4,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome","Basic, Intermediate"
04/01/2024 14:41:31,Yes,I am brown-skinned,Woman / Female (Cisgender),Pará (PA),Master / Master Student,Scientist,,Academic in the field of computational biology and related areas,,,6,7,7,6,7,7,7,"DNA and Genomics,  Structural Biology and Modeling","Basic, Intermediate, Advanced"
04/01/2024 18:26:15,Yes,I am brown-skinned,Man / Male (Cisgender),Amazônas (AM),Master / Master Student,Scientist,,Core facility scientist,,,3,2,2,3,3,3,3,"Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics","Intermediate, Advanced"
05/01/2024 05:18:53,Yes,I am white,Woman / Female (Cisgender),Maranhão (MA),Posdoc,User,Academic,,,,4,6,6,3,4,5,6,"DNA and Genomics, Proteins and Proteomics,  Structural Biology and Modeling","Intermediate, Advanced"
08/01/2024 21:41:37,Yes,I am white,Man / Male (Cisgender),São Paulo (SP),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,3,7,7,1,5,3,4," Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Personalized Medicine","Basic, Intermediate, Advanced"
11/01/2024 01:37:22,Yes,I am brown-skinned,Woman / Female (Cisgender),Rio de Janeiro (RJ),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,7,7,7,7,7,7,7,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Proteins and Proteomics, Database and Software Development","Basic, Intermediate, Advanced"
11/01/2024 10:16:33,Yes,I am white,Man / Male (Cisgender),São Paulo (SP),PhD / PhD Student,Scientist,,Educator in computational biology and related fields.,,,7,7,7,7,7,7,7,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Didactics and Communication in Bioinformatics",Advanced
12/01/2024 12:35:15,Yes,I am white,Woman / Female (Cisgender),Rio de Janeiro (RJ),PhD / PhD Student,Developer,,,,Infrastructure/support bioinformatician,2,3,6,7,7,7,7,"Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics",Advanced
07/02/2024 17:20:47,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Master / Master Student,Scientist,,Academic in the field of computational biology and related areas,,,5,7,7,6,6,5,5,"DNA and Genomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Personalized Medicine,  Structural Biology and Modeling",Advanced
15/02/2024 09:23:54,Yes,I am brown-skinned,Man / Male (Cisgender),Rio de Janeiro (RJ),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,6,7,7,6,7,6,7,"RNA and Transcriptomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development,  Structural Biology and Modeling","Basic, Intermediate"
21/02/2024 20:13:46,Yes,I am brown-skinned,Man / Male (Cisgender),Paraíba (PB),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,1,3,3,1,1,2,3,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development","Intermediate, Advanced"
21/02/2024 20:14:13,Yes,I am white,Man / Male (Cisgender),Minas Gerais (MG),Bachelor / Undergraduate Student,User,Academic,,,,6,7,7,4,7,7,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development","Intermediate, Advanced"
21/02/2024 20:16:33,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),PhD / PhD Student,User,Academic,,,,2,4,3,3,4,3,4,"Phylogeny and Evolution, RNA and Transcriptomics, Proteins and Proteomics,  Structural Biology and Modeling","Intermediate, Advanced"
21/02/2024 20:29:01,Yes,I am white,Man / Male (Cisgender),Bahia (BA),Master / Master Student,User,Academic,,,,4,6,5,3,4,5,5,"DNA and Genomics, Metagenomics and Microbiome, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development",Basic
21/02/2024 21:02:31,Yes,I am brown-skinned,Man / Male (Cisgender),Ceará (CE),PhD / PhD Student,User,Academic,,,,5,7,7,5,7,7,7,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics,  Artificial Intelligence and Data Science in Bioinformatics,  Structural Biology and Modeling",Basic
21/02/2024 21:23:45,Yes,I am white,Woman / Female (Cisgender),Tocantins (TO),Master / Master Student,User,Academic,,,,5,7,7,5,6,6,6,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development",Intermediate
21/02/2024 21:29:12,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,6,3,3,4,4,4,4,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Proteins and Proteomics, Metabolomics and Systems Biology, Database and Software Development",Basic
21/02/2024 21:58:07,Yes,I am brown-skinned,Woman / Female (Cisgender),Goiás (GO),Master / Master Student,User,Academic,,,,7,7,7,7,7,7,7,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Basic, Intermediate, Advanced"
21/02/2024 22:01:36,Yes,I am white,Man / Male (Cisgender),Goiás (GO),PhD / PhD Student,User,Academic,,,,7,7,6,1,7,4,7,"Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development,  Structural Biology and Modeling",Intermediate
21/02/2024 22:19:07,Yes,I am white,Man / Male (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Academic,,,,5,6,6,5,7,7,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development,  Structural Biology and Modeling",Basic
22/02/2024 01:21:08,Yes,I am black,Woman / Female (Cisgender),Bahia (BA),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,l 1,,3,1,2,1,6,7,7,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics","Basic, Intermediate, Advanced"
22/02/2024 06:27:30,Yes,I am black,Man / Male (Cisgender),Rio de Janeiro (RJ),PhD / PhD Student,User,Academic,,,,5,7,7,5,7,7,7,"DNA and Genomics,  Artificial Intelligence and Data Science in Bioinformatics, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics","Basic, Intermediate, Advanced"
22/02/2024 06:42:53,Yes,I am brown-skinned,Woman / Female (Cisgender),Paraná (PR),Master / Master Student,User,Academic,,,,1,4,5,5,6,6,7,"Metagenomics and Microbiome, Epigenomics,  Structural Biology and Modeling","Intermediate, Advanced"
22/02/2024 07:56:45,Yes,I am white,Woman / Female (Cisgender),Minas Gerais (MG),Master / Master Student,User,Academic,,,,5,7,7,5,5,6,6,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome,  Artificial Intelligence and Data Science in Bioinformatics,Career Mentoring in Bioinformatics",Basic
22/02/2024 09:06:11,Yes,I am brown-skinned,Woman / Female (Cisgender),Bahia (BA),PhD / PhD Student,User,Academic,,,,7,5,5,4,2,2,5,"DNA and Genomics, Metagenomics and Microbiome","Basic, Intermediate"
22/02/2024 12:13:15,Yes,I am white,Woman / Female (Cisgender),Rio de Janeiro (RJ),Bachelor / Undergraduate Student,User,Academic,,,,3,7,7,7,7,4,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Intermediate
22/02/2024 13:49:17,Yes,I am brown-skinned,Man / Male (Cisgender),Santa Catarina (SC),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,7,7,7,1,4,3,4,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling","Intermediate, Advanced"
22/02/2024 16:07:57,Yes,I am white,Woman / Female (Cisgender),Santa Catarina (SC),Bachelor / Undergraduate Student,User,Clinical Analysis,,,,7,4,5,2,7,7,7,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling",Basic
22/02/2024 17:21:05,Yes,I am white,Man / Male (Cisgender),Santa Catarina (SC),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,4,7,5,1,7,3,7,"DNA and Genomics, Metagenomics and Microbiome,Career Mentoring in Bioinformatics","Basic, Intermediate"
24/02/2024 11:56:49,Yes,I am white,Man / Male (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Clinical Analysis,,,,5,6,7,5,7,7,7,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Intermediate
28/02/2024 11:09:37,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Academic,,,,5,7,7,3,5,4,6,"Proteins and Proteomics, Metabolomics and Systems Biology, Personalized Medicine",Basic
19/03/2024 19:41:30,Yes,I am brown-skinned,Woman / Female (Cisgender),Rio de Janeiro (RJ),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,5,6,7,5,7,7,7,"DNA and Genomics, Phylogeny and Evolution,  Artificial Intelligence and Data Science in Bioinformatics, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling",Intermediate
24/03/2024 22:39:22,Yes,I am black,Binary,Rio Grande do Sul (RS),PhD / PhD Student,User,Academic,,,,5,6,4,6,7,6,5,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology, Molecular Basis of Cancer,  Structural Biology and Modeling",Intermediate
